community_id,community_name,wylie_name,tibetan,chinese,en_variants,bo_x_ewtx_variants,zh_hani_variants,sa_deva_variants,ru_cyrl_variants,mn_cyrl_variants,mn_mong_variants
1615,Dzogchen Monastery India,,,,,,,,,,
1617,Tartse Labrang,thar rtse bla brang,ཐར་རྩེ་བླ་བྲང་།,,,,,,,,
1618,Pende Labrang,phan bde bla brang,ཕན་བདེ་བླ་བྲང་།,,Penkhang Labrang,phan khang bla brang,,,,,
1619,Khangsar Labrang,khang gsar bla brang,ཁང་གསར་བླ་བྲང་།,,,,,,,,
1620,Luding Labrang,klu sdings bla brang,ཀླུ་སྡིངས་བླ་བྲང་།,,,,,,,,
1621,Gyelmo Murdo,rgyal mo dmu rdo,རྒྱལ་མོ་དམུ་རྡོ།,,Murdo Yungdrung Puntse,dmu rdo g.yung drung spungs rtse,,,,,
1624,Yutsa,g.yu tsha dgon,གཡུ་ཚ་དགོན།,,,,,,,,
1625,Ditsa Parkhang,bkra shis chos sdings kyi par khang ,བཀྲ་ཤིས་ཆོས་སྡིངས་ཀྱི་པར་ཁང་།,,,,,,,,
1627,Pangshar,span shar ,སྤན་ཤར་།,,,,,,,,
1630,Dongtok,gdong thog,གདོང་ཐོག།,,"Dhonthog, Dongtok Chode Rigdrol Puntsok Ling",gdon thog chos sde rig grol phun tshogs gling,,,,,
1631,Dhīpu,d+hI phu dgon thub bstan dge legs gter mdzod gling,དྷཱི་ཕུ་དགོན་ཐུབ་བསྟན་དགེ་ལེགས་གཏེར་མཛོད་གླིང་།,德格寺,,mkhar mda' dgon,,,,,
1632,Yakze,g.yag ze dgon,གཡག་ཟེ་དགོན།,,,,腰色寺,,,,
1633,Khyungtak,khyung ltag,ཁྱུང་ལྟག།,,,,,,,,
1634,Tenpel,bstan 'phel,བསྟན་འཕེལ།,,,,,,,,
1636,Bumsar,bum gsar,འབུམ་གསར།,蒙沙寺,,,,,,,
1637,Pema Osel Ling,,,,,,,,,,
1638,Chagdud Dechen Ling,,,,,,,,,,
1639,Rigdzin Gatsel,,,,,,,,,,
1640,Ati Ling,a this dgon,ཨ་ཐིས་དགོན།,,,,,,,,
1641,Rigdzin Ling,rig 'dzin gling,རིག་འཛིན་གླིང་།,,,,,,,,
1642,Khadro Ling,,,,,,,,,,
1644,Richung,ri chung,རི་ཆུང་།,,,,,,,,
1645,Sarwahai,sar ba ha'i ri khrod,སར་བ་ཧའི་རི་ཁྲོད།,,,,,,,,
1646,Do Dzong Hermitage,rdo rdzong ri khrod,རྡོ་རྫོང་རི་ཁྲོད།,,,,,,,,
1647,Nechen Pema Ritro,gnas chen pad+ma ri khrod,གནས་ཆེན་པདྨ་རི་ཁྲོད།,,,,,,,,
1648,Zhakdra Yumtso,bzhag bra g.yu mtsho,བཞག་བྲ་གཡུ་མཚོ།,,,,,,,,
1649,Pelri,dpal ri dgon,དཔལ་རི་དགོན།,巴如寺,,,,,,,
1651,Kyire School,skyid ras slob grwa,སྐྱིད་རས་སློབ་གྲྭ།,,,,,,,,
1653,Chobar,,,,Chobhar,,,,,,
1655,Tarpa Tse,thar pa rtse ri khrod,ཐར་པ་རྩེ་རི་ཁྲོད།,,,,,,,,
1656,Kunzang Odsal Palyul Changchub Choling ,kun bzang 'od gsal dpal yul byang chub chos gling,ཀུན་བཟང་འོད་གསལ་དཔལ་ཡུལ་བྱང་ཆུབ་ཆོས་གླིང་།,,,,,,,,
1657,Palyul Retreat Center,,,,,,,,,,
1658,Dagpo Shedrubling Monastery,dwags po bshad sgrub gling,དྭགས་པོ་བཤད་སྒྲུབ་གླིང་།,,Dakpo Shedrubling,,,,,,
1659,Drepung Gomang India,bras spungs sgo mang grwa tshang,འབྲས་སྤུངས་སྒོ་མང་གྲྭ་ཚང་།,,,,,,,,
1660,Se Monastery,bse dgon,བསེ་དགོན།,赛嘎寺,Setenling Gompa,,,,,,
1661,Takten Puntsok Choling,rtag brtan phun tshogs chos gling,རྟག་བརྟན་ཕུན་ཚོགས་ཆོས་གླིང་།,,,,,,,,
1662,Lingshed,ling shed,ལིང་ཤེད།,,Lingshet,,,,,,
1664,Nyingma Institute,,,,,,,,,,
1665,Yeshe Nyingpo,,,,,,,,,,
1666,Garchen Buddhist Institute,,,,,,,,,,
1667,Orgyen Chö Dzong,,,,,,,,,,
1668,Tibet Center,,,,,,,,,,
1670,Vajrapani Institute,,,,,,,,,,
1671,Rigdzin Gatsel Ling ,rig 'dzin dga' tshal gling,རིག་འཛིན་དགའ་ཚལ་གླིང་།,,,,,,,,
1672,Lama Ling,bla ma gling,བླ་མ་གླིང་།,,,,,,,,
1673,Jangkar Monastery,byang dkar dgon,བྱང་དཀར་དགོན།,降卡寺,,,,,,,
1674,Yaso Monastery,ya so dgon,ཡ་སོ་དགོན།,,,,,,,,
1676,Nego Monastery,gnas 'go dgon,གནས་འགོ་དགོན།,顶锅山寺,,,,,,,
1678,Tekchen Choling Tsuklagkhang,theg chen chos gling gtsug lag khang,ཐེག་ཆེན་ཆོས་གླིང་གཙུག་ལག་ཁང་།,,"Dalai Lama Temple, Thekchen Choeling",,,,,,
1679,Dashchoilin Khiid,bkra shis chos 'khor gling,བཀྲ་ཤིས་ཆོས་འཁོར་གླིང་།,,Züün Khüree Dashchoilin Monastery,,,,,Дашчойлин хийд,
1681,Geden Sheddup Choikorling,dga' ldan bshad sgrub chos 'khor gling,དགའ་ལྡན་བཤད་སྒྲུབ་ཆོས་འཁོར་གླིང་།,,,,,,Геден Шеддуп Чойкорлинг,,
1682,Green Tara Center,,,,,,,,Зеленая Тара,,
1683,Moscow Buddhist Center Lama Tsongkhapa,,,,,,,,Московский буддийский Центр Ламы Цонкапы,,
1684,Idgaachoinzinling Monastic College,yid dga' chos 'dzin gling grwa tshang,ཡིད་དགའ་ཆོས་འཛིན་གླིང་གྲྭ་ཚང་།,,,,,,,,
1685,Lachen Monastery,la chen dgon,ལ་ཆེན་དགོན།,,Ngodrub Choling,dngos grub chos gling,,,,,
1686,Thangu Monastery,thang sgo dgon,ཐང་སྒོ་དགོན།,,,,,,,,
1687,Changra Samdrubtse,lcang ra bsam grub rtse,ལྕང་ར་བསམ་གྲུབ་རྩེ།,,Chakra,lcags ra,,,,,
1688,John Giorno Foundation,,,,,,,,,,
1689,Tashi Gomang Stupa,bkra shis sgo mang,བཀྲ་ཤིས་སྒོ་མང་།,,,,,,,,
1690,Tibet House,a ri bod khang,ཨ་རི་བོད་ཁང་།,,,,,,,,
1691,Deer Park Buddhist Center,,,,,,,,,,
1692,Rinak,ri nag,རི་ནག།,,"Rhenock Gumpa, Peljor Puntsok",dpal 'byor phun tshogs,,,,,
1693,Drilma Sangngak Choding,sgril ma gsang sngags chos sdings,སྒྲིལ་མ་གསང་སྔགས་ཆོས་སྡིངས།,,,,,,,,
1694,Drumpa Monastery,grum pa dgon,གྲུམ་པ་དགོན།,,Drumpa Gangra,grum pa gangs ra,,,,,
1695,Kagyu Tsekchok Ling,bka' brgyud tshe mchog gling,བཀའ་བརྒྱུད་ཚེ་མཆོག་གླིང་།,,,,,काग्युक मोनास्टरी,,,
1696,Papyuk,spa phyug,སྤ་ཕྱུག།,,,,,,,,
1697,Zhakdra Lhatse,bzhag bra lha rtse,བཞག་བྲ་ལྷ་རྩེ།,,,,,,,,
1698,Namgyelteng,rnam rgyal steng,རྣམ་རྒྱལ་སྟེང་།,,,,,,,,
1700,Tibetan Mongolian Buddhist Cultural Center,,,,Kumbum Chamtse Ling,,,,,,
1701,Dilyak,dil yag,དིལ་ཡག།,"迭亚寺, 德阳寺, 德牙寺, 代牙寺 til yag dgon, ",,,,,,,
1702,Tsade,rtswa sde ,རྩྭ་སྡེ་།,,,,,,,,
1703,Aten Tsamkhang,a brtan mtshams khang,ཨ་བརྟན་མཚམས་ཁང་།,"阿什当参康, 阿什旦参康, mtsha mas thog",,,,,,,
1704,Ke Mingyur Dorje Drak,khe mi 'gyur rdo rje brag,ཁེ་མི་འགྱུར་རྡོ་རྗེ་བྲག།,,,,,,,,
1705,Kolri,khol ri,ཁོལ་རི།,,,khol ri sang bsngags gling,柯日寺,,,,
1706,Geri,dge ri,དགེ་རི།,,,,,,,,
1707,CIHTS,,,,,,,,,,
1708,Tsakho,tsha kho,ཚ་ཁོ།,,,,,,,,
1709,Zablung,zab lung,ཟབ་ལུང་།,色吾寺,,,,,,,
1710,Draklha Gampo,brag lha mgon po,བྲག་ལྷ་མགོན་པོ།,,,,,,,,
1711,Drakkar Treldzong,brag dkar sprel rdzong,བྲག་དཀར་སྤྲེལ་རྫོང་།,,,,,,,,
1712,Kuso Togyel,sku bso thog rgyal,སྐུ་བསོ་ཐོག་རྒྱལ།,,,,,,,,
1713,Tashi Gomang,bkra shis sgo mang,བཀྲ་ཤིས་སྒོ་མང་།,"果芒寺, 哇依寺",,,,,,,
1714,Durpin Monastery,,,,,,,,,,
1715,Ghoom Monastery,yid dga' chos gling,ཡིད་དགའ་ཆོས་གླིང་།,,,,,,,,
1716,Dundul Rabtenling,bdud 'dul rab brtan gling,བདུད་འདུལ་རབ་བརྟན་གླིང་།,,,,,,,,
1717,Tso Pema Orgyen Heruka Nyingmapa Gompa,mtsho pad+ma o rgyan he ru ka rnying ma pa dgon pa,མཚོ་པདྨ་ཨོ་རྒྱན་ཧེ་རུ་ཀ་རྙིང་མ་པ་དགོན་པ།,,,,,,,,
1718,Dudjom Gonpa  ,o rgyan mdo sngags chos 'khor gling,ཨོ་རྒྱན་མདོ་སྔགས་ཆོས་འཁོར་གླིང་།,,,,,,,,
1719,Tashi Choling (Oregon),,,,,,,,,,
1720,Urgyen Samyé Chöling ,,,,,,,,,,
1722,Jangsa Gompa,byang sa dgon pa,བྱང་ས་དགོན་པ།,,,,,,,,
1723,Karye,,,,,,,,,,
1724,Zangzang Lhadrak,zang zang lha brag,ཟང་ཟང་ལྷ་བྲག།,"桑桑拉扎寺, zang zang lha brag 'od gsal theg mchog gling",,,,,,,
1725,Mahasiddha Nyingmapa Center,,,,,,,,,,
1726,Kharnang Gongma,mkhar nang gong ma,མཁར་ནང་གོང་མ།,,,,,,,,
1727,Namgyel (Dharamsala),rnam rgyal,རྣམ་རྒྱལ།,,,,,,,,
1728,Nyingma Kathok Buddhist Center,,,,,,,,,,
1729,Katok Ritrö retreat center,,,,,,,,,,
1730,Dudjom Namdrol Choling,,,,,,,,,,
1731,Zhichen Bairo Ling,,,,,,,,,,
1732,Iron Knot Ranch,,,,,,,,,,
1733,"Tsinta Mani Choling, Spokane",,,,,,,,,,
1734,Katog Tingdzin Ling,,,,,,,,,,
1735,Katog Rit'hröd,,,,,,,,,,
1736,Sravasti Abbey,,,,,,,,,,
1737,Orgyen Dorje Den,,,,,,,,,,
1738,Palri Pema Od Ling,,,,,,,,,,
1739,Kathok Center,,,,,,,,,,
1740,Katog Ratna Ling,,,,,,,,,,
1741,Adzom Wosel Dongag Chokher Ling,a 'dzom 'od gsal mdo sngags chos 'khor gling,ཨ་འཛོམ་འོད་གསལ་མདོ་སྔགས་ཆོས་འཁོར་གླིང་།,,,,,,,,
1742,Yeshe Khorlo Buddhist Society Singapore,,,,,,,,,,
1743,Dokho Monastery,rdo kho dgon,རྡོ་ཁོ་དགོན།,,,,,,,,
1744,Tsegyalgar East,,,,,,,,,,
1745,Samten Tse,bsam gtan rtse,བསམ་གཏན་རྩེ།,,,,,,,,
1747,Drukto,drug stod dgon,དྲུག་སྟོད་དགོན།,,,,,,,,
1748,Yachen Gar,ya chen sgar,ཡ་ཆེན་སྒར།,亚青寺,,,,,,,
1750,Labrang Tantric College,bla brang bkra shis 'khyil rgyud pa grwa tshang,བླ་བྲང་བཀྲ་ཤིས་འཁྱིལ་རྒྱུད་པ་གྲྭ་ཚང་།,,,,,,,,
1752,Gotsa,mgo tsha,མགོ་ཚ།,俄查寺,,,,,,,
1755,Dzamling Gar,,,,,,,,,,
1756,Merigar,,,,,,,,,,
1758,Central Monastic Body,grwa tshang lhan tshogs,གྲྭ་ཚང་ལྷན་ཚོགས།,,,,,,,,
1759,Chensel School,spyan gsal slob bgrwa,སྤྱན་གསལ་སློབ་བགྲྭ།,,,,,,,,
1761,Mewa Monastery,rme ba,རྨེ་བ།,万象大慈法轮林,,,,,,,
1762,Lung-ngon Monastery,lung sngon dgon,ལུང་སྔོན་དགོན།,隆恩寺,,,,,,,
1763,Zurkhardo,zur khar mdo ,ཟུར་ཁར་མདོ་།,,,,,,,,
1766,Go-ngon,gos sngon,གོས་སྔོན།,,,,,,,,
