community_id,tbrc_id,community_name,wylie_name,wylie_name_script,chinese_name,description,wikidata_id
1134,G712,Tsibri Monastery,rtsib ri dgon,རྩིབ་རི་དགོན།,,"<p>
	Tsibri Gon is a Drukpa Kagyu monastery adjacent to Tsibri mountain in south western Tibet.&nbsp;</p>",
1136,G2GS1064,Jomo Kharak,kha rag,ཁ་རག།,,"<p>
	Jomo Kharak is a mountain and pilgrimage destination in Tsang. It is associated with Padmasambhava, <a href=""http://treasuryoflives.org/biographies/view/Ga-Lots%C4%81wa-Zhonnu-Pel/TBRC_P3674"">Ga Lotsāwa Zhonnu Pel</a> and <a href=""http://treasuryoflives.org/biographies/view/Kharak-Gomchung/TBRC_P3468"">Kharak Gomchung Wangchuk Lodro</a>.</p>",
1137,G2AG22,Draksum Puri,brag gsum spu ri'i dgon pa,བྲག་གསུམ་སྤུ་རིའི་དགོན་པ།,,"<p>
	Draksum Puri was a Geluk monastery founded by <a href=""/biographies/view/Chopel-Zangpo/TBRC_P2AG20"">Chopel Zangpo</a> in the fifteenth century.</p>",
1138,G2AG21,Hangri Drubde,hang ri sgrub sde,ཧང་རི་སྒྲུབ་སྡེ།,,"<p>
	Hangri Drubde was a monastery in Dapu established in the fifteenth century by <a href=""/biographies/view/Chopel-Zangpo/TBRC_p1ag20"">Chopel Zangpo</a> at the instruction of the <a href=""/biographies/view/First-Pakpa-Lha/TBRC_p427"">First Pakpa Lha</a>.</p>",
1139,,Tsangrong Shardzong Ritro,gtsang rong shar rdzong ri khrod,གཙང་རོང་ཤར་རྫོང་རི་ཁྲོད།,,"<p>
	Tsangrong Shardzong Ritro was a hermitage located in Drigung.&nbsp;The First Shechen Rabjam, <a href=""/biographies/view/Tenpai-Gyeltsen/TBRC_P661"">Tenpai Gyeltsen</a>, spent his later years at the hermitage.&nbsp;</p>",
1140,G3187,Wutai Shan,ri bo rtse lnga,རི་བོ་རྩེ་ལྔ།,五台山,"<p>
	Wutai Shan, a group of mountains in Shanxi province, is one of the most important Buddhist pilgrimage sites in China. An active site of Buddhist practice since at least the fourth century, Wutai Shan is revered as the home of Ma&ntilde;juśrī, the bodhisattva of wisdom, who is believed to manifest along the pilgrimage route in different forms. There are several Tibetan Buddhist monasteries at the site and the mountain has historically been a popular pilgrimage site for Tibetans. Many official meetings and imperially sponsored rituals among Tibetan and Manchu dignitaries have been held at Wutai Shan.</p>",
1141,G1AG92,Zhohong,zho 'ong,ཞོ་འོང་།,,"<p>
	Zhohong was a small community of tantric practitioners in Rebkong. <a href=""/biographies/view/Zhabkhar-Tsokdruk-Rangdrol/TBRC_P287"">Zhabkhar Tsokdruk Rangdrol</a>&nbsp;was born and spent his teenage years there.</p>",
1142,G2DB25462,Kokonor,mtsho sngon po,མཚོ་སྔོན་པོ།,青海湖,"<p>
	Tsongonpo, or Blue Lake, is also known commonly known as Kokonor (Mongolian). Located in Kangtsa Country in northern Amdo, it is the largest lake on the Tibetan plateau. There are numerous temples and monasteries in the area and it continues to be an important pilgrimage site.&nbsp;</p>",
1143,G105,Tosamling College,thos bsam gling grwa tshang,ཐོས་བསམ་གླིང་གྲྭ་ཚང།,,"<p>
	Tosamling was a dialectic college at <a href=""/geographies/view/Tashilhunpo-Monastery/TBRC_g104"">Tashilhunpo Monastery</a>.</p>",
1144,G1PD110068,Drakkar Tashiding,brag dkar bkra shis sdings,བྲག་དཀར་བཀྲ་ཤིས་སྡིངས།,,"<p>
	Drakkar Tashiding is a monastery and hermitage site in Sikkim, said to be the center of the maṇḍala of the hidden land of Dremojong. It was first developed by <a href=""/biographies/view/Rigdzin-Godemchen/TBRC_P5254"">Rigdzin Godemchen</a> in the fourteenth century, on a site said to have been blessed by&nbsp;<a href=""/biographies/view/Padmasambhava/TBRC_P4956"">Padmasambhava</a>. The monastery was established in the mid-seventeenth century by&nbsp;<a href=""/biographies/view/Ngadak-Sempa-Chenpo-Puntsok-Rigdzin/TBRC_P2MS13790"">Ngadak Sempa Chenpo Puntsok Rigdzin</a>&nbsp;and consecrated in 1665. Ngadak Sempa Chenpo, one of the three Nyingma lamas credited with opening the hidden land and who enthroned the first Buddhist king of Sikkim, is said to have discovered as treasure a vase first used by Padmasambhava and Yeshe Tsogyel and which has been used since in an annual public ceremony. In the 1990s local opposition to a hydroelectric dam over the Rathong River, where water for the vase ceremony is collected, successfully prevented the project.&nbsp;</p>",Q7687208
1145,G2876,Paro Taktsang,spa gro stag tshang,སྤ་གྲོ་སྟག་ཚང།,,"<p>
	Taktsang is one of the major pilgrimage sites of Bhutan. According to legend&nbsp;<a href=""/biographies/view/Padmasambhava/TBRC_P4956"">Padmasambhava</a>&nbsp;flew to the cliff-side site upon the back of a tigress, a manifestation of his consort&nbsp;<a href=""/biographies/view/Yeshe-Tsogyel/TBRC_P7695"">Yeshe Tsogyel</a>. It was developed as a temple complex in 1692 by the&nbsp;<a href=""/biographies/view/Fourth-Druk-Desi,-Tendzin-Rabgye/TBRC_p512"">Fourth Druk Desi, Tendzin Rabgye</a>. Over the centuries it has been a site of activity of many great teachers and practitioners, such as&nbsp;<a href=""/biographies/view/Milarepa/TBRC_p1853"">Milarepa</a>,&nbsp;<a href=""/biographies/view/Tangtong-Gyelpo/TBRC_P2778"">Tangtong Gyelpo</a>,&nbsp;<a href=""/biographies/view/Pema-Lingpa/TBRC_p1693"">Pema Lingpa</a>,&nbsp;<a href=""/biographies/view/Zhabdrung-Ngawang-Namgyel/TBRC_P509"">Zhabdrung Ngawang Namgyel</a>, and&nbsp;<a href=""/biographies/view/Dilgo-Khyentse/TBRC_p625"">Dilgo Khyentse</a>. It was damaged by fire in 1951, burned completely in 1995, and was rebuilt in 2005.</p>",
1147,G4699,Menlung Tashi Chopel Ling,sman lung dgon bkra shis chos 'phel gling,སྨན་ལུང་དགོན་བཀྲ་ཤིས་ཆོས་འཕེལ་གླིང།,曼龙寺,"<p>
	Menlung, a Geluk monastery in Amdo near Labrang, was founded by <a href=""/biographies/view/Rabjampa-Monlam-Chokdrub/TBRC_P9894"">Rabjampa Monlam Chokdrub</a>&nbsp;around the 17th century.</p>",
1148,G1KR2031,Tseuruma Serde,mtshe'u ru ma'i ser sde,མཚེའུ་རུ་མའི་སེར་སྡེ།,采日玛塞德寺,"<p>
	Serde, a Geluk monastery in the Ngulra region of Amdo, was in existence by at least the early twentieth century when&nbsp;<a href=""/biographies/view/Konchok-Gyatso/TBRC_P1640"">Konchok Gyatso</a>&nbsp;was directed to lead on the orders of the <a href=""/biographies/view/Fourth-Jamyang-Zhepa/TBRC_P1470"">Fourth Jamyang Zhepa</a>.</p>",
1150,G3CN1712,Zungchu Zi,zung cu zi,ཟུང་ཅུ་ཟི།,嵩祝寺,"<p>
	Zungchu Zi, a Geluk monastery located in Beijing, was said to be founded by the Second Changkya, <a href=""/biographies/view/Ngawang-Lobzang-Choden/TBRC_P209"">Ngawang Lobzang Choden</a>. It was initially named Padur Jin (pA dur jin), however, the Yongzhen Emperor (雍正, r. 1723-1735) later changed the name to&nbsp;<a href=""/geographies/view/Songzhu-Si/TBRC_G3CN1712"">Songzhu Si</a>&nbsp;(嵩祝寺Tibetan: zung gru zi). Over one hundred monks from across the Tibetan and Mongolian cultural sphere are said to have participated in its consecration. There is some confusion about the history of this temple, as many sources give the date of its establishment as 1733, by the Yongzheng Emperor, on behalf of Changkya; it is likely that the temple was in fact established by the Third Changkya,&nbsp;<a href=""/biographies/view/Changkya-Rolpai-Dorje/3141"" rid=""X182"">Rolpai Dorje</a>&nbsp;(lcang skya 03 rol pa&#39;i rdo rje, 1717-1786), who spent his youth in Beijing.&nbsp;</p>",
1151,G2819,Zangri Kangmar,zangs ri khang dmar,ཟངས་རི་ཁང་དམར།,卡玛当寺,"<p>
	Zangri Kangmar was a meditation cave complex where <a href=""/biographies/view/Machik-Labdron/TBRC_P3312"">Machik Labdron</a> practiced and taught. Located to the east of the modern town of Zangri in central Tibet, it was an important site in the transmission of Chod and is now the site of an important pilgrimage destination containing a two-story temple with relics of Machik.</p>",
1152,G4473,Chozang Ritro,chos bzang ri khrod bde chen chos gling,ཆོས་བཟང་རི་ཁྲོད་བདེ་ཆེན་ཆོས་གླིང།,花园寺,"<p>
	Chozang Hermitage was established by the <a href=""/biographies/view/Second-Tukwan/TBRC_P1896"">Second Tukwan</a> in Amdo, near <a href=""/geographies/view/Gonlung-Monastery/TBRC_g165"">Gonlung Monastery</a>. The Second Tukwan had murals painted there, and spent the last years of his life in the hermitage.</p>",
1153,,Serding,gser sding dgon,གསེར་སྡིང་དགོན།,,"<p>
	Serding Monastery was a Sakya or Kadam institution in Tsang. It existed in the thirteenth century, when <a href=""/biographies/view/Jamyang-Gonpo/TBRC_P4253"">Jamyang Gonpo</a> took ordination there.</p>",
1154,G4052,Drakteng Monastery,brag steng dgon,བྲག་སྟེང་དགོན།,,"<p>
	Drakteng Puntsok Ling was a Geluk monastery in Rongdrak.</p>",
1157,G206,Dingpoche,sdings po che,སྡིངས་པོ་ཆེ།,,"<p>
	Dingpoche is a Drukpa Kagyu monastery in Dranang, Lhodrak. It was founded in 1567 by <a href=""/biographies/view/Rinchen-Pelzang/TBRC_P880"">Rinchen Pelzang</a>, a student of <a href=""/biographies/view/Pema-Karpo/TBRC_P825"">Pema Karpo</a>.</p>",
1158,G2GS1037,Bodhgaya,rdo rje gdan,རྡོ་རྗེ་གདན།,,"<p>
	Bodhgaya, one of the most important sites of Buddhist pilgrimage, is revered as the location where Gautama Buddha attained enlightenment. King Aśoka is credited with constructing the first temple at the location. It is located in the state of Bihar in northern India. The Mahabodhi Temple was granted Unesco World Heritage status in 2002.</p>",
1161,G343,Tsang Chubzang,tsang chu bzang,ཙང་ཆུ་བཟང།,,"<p>
	Chubzang was a monastery near Sakya that was in existence at least by the fourteenth century, when the monastery was given to Dolpopa&#39;s disciple <a href=""/biographies/view/Kunpang-Chodrak-Pelzang/TBRC_P6861"">Kunpang Chodrak Pelzang</a> by Tonpa Yeshe Pel.</p>",
1162,G1TD32,Tachogang Lhakhang,rta mchog sgang lha khang,རྟ་མཆོག་སྒང་ལྷ་ཁང།,,"<p>
	Tachogang Lhakhang was built by <a href=""/biographies/view/Tangtong-Gyelpo/TBRC_P2778"">Tangtong Gyelpo</a> in the fifteenth century. The temple was likely constructed in 1420. While the Tibetan master was meditating here, he had a vision of an emanation of Avalokiteshvara and decided to built a temple as well as an iron suspension bridge at this location. Tachogang lies on the way from Paro to the capital Thimpu. A new temple at Tachogang was built in the seventeenth century by the Fourth Druk Desi <a href=""/biographies/view/Tendzin-Rabgye/TBRC_P512"">Tendzin Rabgye</a>,&nbsp;as the original was destroyed after it served as the main seat for the Five Groups of Lamas, a coalition of local leaders who had opposed the <a href=""/biographies/view/Zhabdrung-Ngawang-Namgyel/TBRC_P509"">Zhabdrung Ngawang Namgyel</a>.&nbsp;</p>
<p>
	&nbsp;</p>",
1163,G1CZ912,Labchi,la phyi,ལ་ཕྱི།,,"<p>
	Labchi is a major mountain pilgrimage route in the border region of Nepal and southern Tibet. Like <a href=""/geographies/view/Tsari/TBRC_G4631"">Tsari</a> it was developed by early Kagyu masters, but attracts pilgrims from all religious traditions.</p>",
1164,,Emei Shan,glang chen 'gying ri,གླང་ཆེན་འགྱིང་རི།,峨眉山,"Emei Shan is one of China&#39;s four sacred Buddhist mountains. It is located in southern Sichuan and is considered sacred to the bodhisattva Samantabhadra. A popular Chinese Buddhist pilgrimage destination, Tibetan Buddhist have also paid visits to the mountain, where there are over seventy Buddhist temples.",
1165,G1KR2455,Nangra,snang ra gser khang,སྣང་ར་གསེར་ཁང།,昂拉赛康寺,"<p>
	Nangra was founded as Geluk monastery in 1341 by <a href=""/biographies/view/hoje-Dondrub-Rinchen/TBRC_P1558"">Choje Dondrub Rinchen</a>, who also founded <a href=""/geographies/view/Jakhyung-Monastery/TBRC_G161"">Jakhyung Monastery</a>. It is located in the Chentsa region of Amdo, south of the town of Angla.&nbsp;</p>",
1166,G452,Yershong,g.yer gshong dgon,གཡེར་གཤོང་དགོན།,叶什姜寺,"<p>
	Yershong is a Geluk monastery near Trika township in Amdo. It was founded in 1696 by <a href=""/biographies/view/Ngakrampa-Jamyang-Lodro/TBRC_P4338"">Ngakrampa Jamyang Lodro</a>, who became known as the First Yeshong.</p>",
1169,,Riwo Jakang,ri bo bya rkang,རི་བོ་བྱ་རྐང།,鸡足山,"<p>
	Riwo Jakang is a sacred mountain in southern Kham. The name means &quot;Bird Foot Mountain&quot;; it is said to have been a place where the Buddha&#39;s disciple Kāśyapa meditated.</p>",
1171,G3933,Dzagyel,rdza rgyal,རྫ་རྒྱལ།,,"<p>
	Dzagyel was a Nyingma monastery in the Dzachuka region of Derge. It was founded by the <a href=""/biographies/view/First-Dodrubchen/TBRC_P293"">First Dodrubchen</a>&nbsp;and&nbsp;<a href=""/biographies/view/Jigme-Gyelwai-Nyugu/TBRC_p695"">Jigme Gyelwai Nyugu</a>, and became the later&#39;s main seat and that of his main disciple,&nbsp;<a href=""/biographies/view/Patrul-Rinpoche-Jigme-Chokyi-Wangpo/TBRC_P270"">Patrul Rinpoche Jigme Chokyi Wangpo</a>&nbsp;and the reincarnations of both men: <a href=""/biographies/view/Kunzang-Dechen-Dorje/TBRC_P8435"">Kunzang Dechen Dorje</a> and <a href=""/biographies/view/Patrul-Namkha-Jigme/TBRC_P3JM136"">Patrul Namkha Jigme</a>.</p>",
1172,G3983,Yarlung Pemako,yar lung pad+ma bkod,ཡར་ལུང་པདྨ་བཀོད།,,"<p>
	Yarlung Pemako is a Nyingma monastery in Golok that was founded by the <a href=""/biographies/view/First-Dodrubchen/TBRC_P293"">First Dodrubchen</a> in the late eighteenth century.</p>",
1173,G2JM237,Katok Shedra Norbu Lhunpo,kaH thog bshad grwa nor bu lhun po,ཀཿ་ཐོག་བཤད་གྲྭ་ནོར་བུ་ལྷུན་པོ།,,"<p>
	<a href=""/geographies/view/Shedrub-Norbu-Lhunpo/TBRC_G2JM237"">Shedrup Norbu Lhunpo</a>, a college of Katok Monastery, was founded in 1906 or 1907, by the&nbsp;<a href=""/biographies/view/Third-Katok-Situ,-Chokyi-Gyatso/TBRC_P706"">Third Katok Situ, Chokyi Gyatso</a>, who&nbsp;invited <a href=""/biographies/view/Kunzang-Pelden/TBRC_P6962"">Kunzang Pelden</a> to head the institution as its first abbot.&nbsp;<a href=""/biographies/view/Ju-Mipam-Gyatso/TBRC_P252"">Ju Mipam</a>&nbsp;also instructed him to take on this responsibility. Assisted by <a href=""/biographies/view/Khenpo-Ngawang-Pelzang/TBRC_P724"">Khenpo Ngawang Pelzang</a>, Kunzang Pelden served in this position for three years, establishing Shedrub Norbu Lhunpo as a center for Vajrayāna studies.</p>",
1174,G3930,Mangge,mang dge,མང་དགེ།,蒙格寺,"<p>
	Mangge is a Geluk monastery that was founded by a Lama Damcho in the late seventeenth century in Sershul, Kham.</p>",
1175,G2610,Kumbum Monastery,,,,"<p>
	Kumbum Monastery in Nangchen was established in the thirteenth century by <a href=""/biographies/view/Repa-Karpo/TBRC_P5137"">Repa Karpo</a>, a disciple of <a href=""/biographies/view/Tishri-Repa/TBRC_P5133"">Tishri Repa</a>.</p>",
1178,G4847,Beshing Monastery,be shing dgon,བེ་ཤིང་དགོན།,"外相寺, 佐盖尼玛外相贡噶丹绕吉朗","<p>
	Also known as Dzoge Nyima Monastery or Dzoge Nyima Ganden Rabgye Ling, the monastery was founded around 1780 by the Second Zamtsa Sertri Lobzang Jigme Namkha in Amdo. Administered by <a href=""/geographies/view/Labrang-Monastery/TBRC_G164"">Labrang Monastery</a>, it was a Geluk institution. After its founding, Lobzang Jigme Namkha served as the first abbot for eight years.</p>",
1179,G1KR171,Tokden Monastery,rtogs ldan dgon,རྟོགས་ལྡན་དགོན།,,"<p>
	Tokden Monastery is a Bon institution in Ngawa, Amdo. It was founded in 1385.</p>",
